title,content,date
"황정환, LG전자 ‘V40씽큐’ 판매량으로 가능성 확인하다","



 

신뢰 회복.         황정환 LG전자 MC사업본부장 부사장이 ‘LG V40씽큐’를 출시하면서 가장 먼저 이루고자 했던 목표다.         16일 업계에 따르면 황 본부장이 LG전자 스마트폰 사업의 반등을 위해 야심차게 내놓은 V40씽큐가 좋은 반응을 얻고 있다.         출시된 지 한달이 채 되지 않아 판매량이 집계되지는 않았지만 통신업계에서는 V40씽큐의 판매량이 V30 때보다 훨씬 많다는 말이 나온다.         LG유플러스 관계자는 “최근 스마트폰 수요가 부진한 점을 감안하면 V40 판매량은 사실상 대박에 가깝다”며 “카메라 기능을 중요시 하는 고객들이 V40씽큐로 많이 넘어오고 있고 V30이나 G7 시리즈와 비교했을 때도 훨씬 많이 팔리고 있다”고 말했다.         LG전자 관계자도 ""V40씽큐 판매량이 최근 들어 상승세를 타고 있는 것으로 파악된다""고 시장 반응을 전했다.         
 

https://www.clien.net/service/board/news/12833192?od=T31&po=0&category=&groupCd=
      


 
http://m.businesspost.co.kr/BP?command=mobile_view&num=102851#cb
 
 
 
 
 
 
 
 
 
 
 
 


                           Your browser does not support the video tag.                      

 
행복회로 불타오름
 
 
",2018-11-17
9일까지 휴대폰 집중단속기간이라네요,"
KAIT와 이통 3사는 26일부터 자율조치반을 가동, 다음 달 9일까지 온라인 휴대폰 불법 판매를 전격 단속한다.KAIT 관계자는 “아이폰XS(텐에스) 등 신규 단말 출시 전후로 온라인에서 과다지원금 지급 등 불공정 행위가 빈발하고 온라인 불법 판매 방식이 갈수록 교묘해져서 이통 3사와 특단의 조치가 불가피하다고 판단했다”고 단속 배경을 설명했다.단속 대상은 인터넷 커뮤니티, 오픈마켓, 밴드, 카카오톡, 페이스북 등 온라인 유통 채널이다. 아이폰XS, V40 씽큐, 갤럭시A7 등 신형 단말 판매 과정을 집중 모니터링하되 지원금이 공시된 스마트폰 전체를 단속 대상에 포함시켰다.자율조치반은 △과다지원금 지급 등 불공정 판매 △과다지원금 지급 판매를 위한 방문 유도 △개인정보 요구 등 3대 사항을 집중 점검한다.

 


-------------------------------------------------------------------------


 


제가 노트9 알아보려고 옆동네를 한달정도 기웃거리고 있었는데요


 


한 보름 전부터 제가 주로 이용하는 판매자의 글이 안올라오더라구요..


 


그만 두셨나 뭐 걸리셨나 이런저런 생각을 했었는데



    


26일부터 9일까지 집중단속 기간이었나보군요.
",2018-11-06
KT기변 G7씽큐 했네요,"
ㅎㅇ 9개, 포인트 1.9 쓰고
데이터on요금제, 데이터팩 익월 초 해지.
아마 이마빡쯤 되는 듯.
(흔한 조건일거에요)

아이폰XS, XR 많이 해가던데, 견물생심 날까봐
물어보지도 않았네요.",2018-11-03
구글홈 인시그니아 포터블 개봉 및 간단 설치기,"



24.99불 포터블 어제저녁 도착했습니다.
 
역시 투패스츠 깡통이 빠르네요.          
         
화요일 오전에 배송비 결재했는데
목요일 일찍 인천공항도착
금요일 집 배송
배송비는 7파운드 14.6불이었습니다.



박스포장은 이중포장으로 그런대로 괜찮구요.
내용물은 심플하네요 본체, 매뉴얼, 전원어댑터






 



 
스피커의 크기는 포터블이라 좀 클줄 알았더니 크지는 않은 수준이네요
거실용으로 쓰기엔 좀 작은듯한 크기입니다.



아이폰6S로 구글홈 앱 설치후 설정하니 잘 진행되다가 마지막에 설정오류가 나더군요.
혹시나 싶어 아마존 파이어HD 10인치로 다시 설치하니 무사히 설치가 완료되었습니다.



 




 



 


설치후 파이어 HD 는 영어로만 나오길래
다시 아이폰6s 로 들어가 보니 정상적으로 설치된 스피커를 인식하더군요
정상적으로 설치가 되니 바로 시간도 맞게 표시가 되구요.
 



 
다소 큰 포터블 사이즈라 그런지 음량이 부족하진 않구요.

음질은 저음이 좀 큰편이고 고음쪽은 좀 덜 선명한 느낌입니다.
하만카돈 오라와 비슷한 음질이라 생각이 되더군요
24.99불이란 가격 생각하면 아주 훌륭하구요 .
 
미리 가입해놓은 벅스랑 연계되어서 음악 들을때 편하더군요
잠잘때 듣는 음악 들려줘 하니까 들을만큼 곡들이 몇시간씩 계속 나오구요.
다만 음악 나오는 도중 명령 인식율은 다소 떨어지네요 
거실보단 방처럼 좀 좁은 공간에선 더 잘되구요
   
폰이랑 블투 연결하고플땐 '블루투스페어링' 이라고 말하면 연결모드로 바뀌더군요
 
TV광고처럼 집안에 있는 전자기기와 연결하려니..
할만한것이 없네요
다행히 샤오미 미홈이랑 연계가 되더군요
집에 사용중인 샤오미 칼라LED등이 장착된 스탠드 조명이랑 샤오미 선풍기등이
제어가 바로 되더군요
 
오케이구글 실내등 켜줘
라고 하니 스탠드 조명이 탁 켜지더군요. 
흰색으로 바꿔줘, 파란색으로 바꿔줘 등등 명령어가 잘 먹히네요
와이프 보는앞에서 시연도 한번 해 보여줬죠..^^
 
아직은 시작이라 호환기기들이 많지는 않지만
새롭게 나오는 기기들이 많으니 앞으로 점점 많으질것이라 생각되구요.
(LG 씽큐도 호환리스트에 나오더군요)
 
세상 참 편해진다는 생각이 듭니다. 
 


 
 ",2018-11-03
KT 기변 G7 공시 69욕 6개월 무부로 택배했습니다.,"



KT 기변 69욕 무부 택배 / 옆동네
 
G7 씽큐 64G 블루
 
출고가 898,700
 
별포 19000점
 
옆동네발 징징이 38장
 
공시 50장
 
개통은 오늘 됫고 당일 타서 바로 38장 받았습니다.
 
배송은 월요일날 해준다고하니 화요일쯤 수령할듯 싶습니다.
 
택배에 0원에 기변 삼박자 맞춘 핸드폰 찾기는 당분간 힘들지 싶어 바�f습니다.
 
끝물이다 끝물이다 하는데 바로 개통된거보면 아직 물량 넉넉한거 같습니다.
 
달리세요!
 


",2018-10-27
아이폰 뛰어넘는 카메라 5개 장착한 'LG V40 씽큐' 저렴하게 사는 꿀팁,"
https://m.insight.co.kr/news/185916",2018-10-23
kt회선 g7씽큐에서,"
혹시 저축은행 어플 정상 로그인 되시는지요? lte에서요. 와이파이에선 되는데 엘티이에서 로그인버튼이 먹통되네요 


https://play.google.com/store/apps/details?id=com.fsb",2018-10-22
갤럭시 노트9 vs LG V40 씽큐 저조도 촬영 비교,"

 
갤럭시 노트9과 LG V40 씽큐 저조도 촬영 비교 영상이네요
아래 시간 참고하시기 바랍니다..
 
1. 저조도 촬영 사진 비교 : 30 초



2. 동영상 촬영 비교 : 1분10초



3. 동영상 녹음 음질 비교 : 3분 5초",2018-10-22
포코폰 국내 정발 출고가 나왔네요 ㅋㅋㅋㅋ,"
샤오미가 포코 F1(포코폰) 스마트폰 국내 출고가를 40만원대 초반으로 결정했다. 프리미엄 스마트폰 사양을 갖췄지만 가격은 갤럭시노트·아이폰 절반 이하다. 인도·유럽 등에서 돌풍을 일으킨 포코폰이 국내 소비자 호응을 이끌어 낼 지 주목된다.


샤오미 스마트폰 국내 총판 지모비코리아는 포코폰 출고가를 42만원대(부가세포함)로 책정, 다음 달 중순 정식 판매를 개시한다. 이에 앞서 이달 신제품 공개행사를 개최할 계획이다.


포코폰은 8월 29일 인도 출시 당시 5분 만에 약 300억원어치 1차 물량이 완판되는 신기록을 세웠다. 국내 온라인 쇼핑몰에서 해외 직구 열풍이 불 정도로 인기를 구가했다.


최대 장점은 '가성비(가격대비성능)'다. 아이폰XS(텐에스)·갤럭시노트9·LG V40 씽큐 등 프리미엄 스마트폰과 견줄 만한 사양·기능을 갖췄지만 가격이 저렴하다.


포코폰은 △6.18인치(2246×1080) 풀HD+ 디스플레이 △퀄컴 스냅드래곤 845 칩셋 △1200만화소(F1.4)·500만화소(F2.0) 후면 듀얼카메라 △2000만화소 전면카메라 △4000mAh 대용량 배터리 등을 탑재했다. 색상은 블랙·레드·블루 등이다.


(후략)


출처: 전자신문 ( http://www.etnews.com/20181016000205 )



40넘어도 리얼갓성비 ㄷㄷ",2018-10-17
V40 40% 보상관련 정보추가,"

https://social.lge.co.kr/newsroom/lg_v40_thinq_1015/

LG전자는 LG V40 ThinQ 예약 고객에게 구입 후 1년 동안 전면 디스플레이와 후면 커버 각각 1회 무상 교체 혜택을 제공한다. 후면 커버의 경우 파손되지 않아도 구매 후 1년 안에 색상을 1회 교체할 수 있는 셈이다.
LG전자는 예약 고객을 포함, 모든 구매 고객에게 2년 후 중고 보상 가격을 약속하는 ‘업그레이드 프로그램’을 실시한다.
이 프로그램을 이용하는 고객들은 LG V40 ThinQ 구매 후 18개월 혹은 24개월 이후에 기기를 반납하고 최신 프리미엄 LG 스마트폰을 재구매하면 LG V40 ThinQ 구매 가격의 최대 40%까지 보상받는다. 최대 약 42만 원을 보상받는 셈이다. 이동 통신사 프로그램에 따라 18개월 혹은 24개월 선택이 가능하다.
 

http://www.wikitree.co.kr/main/news_view.php?id=375954


SK텔레콤 고객은 ‘T렌탈’과 ‘V40 클럽’을 활용해 스마트폰 구매 부담을 줄일 수 있다. T렌탈 이용 시 구매할 때 보다 약 8000원 저렴한 월 3만8400원에(24개월 기준) V40 씽큐를 빌려 쓸 수 있다. V40 클럽 가입 고객은 개통하고 19개월 차에(30개월 할부시) 사용하던 제품을 반납하면 다음 V시리즈 단말을 구매 할 때 잔여할부금의 최대 40%를 면제받을 수 있다. 


또한 LG유플러스는 24개월 후 출고가 최대 40% 보상이 가능한 가능한 중고폰 가격 보장 프로그램을 검토 중이다.


 


 


https://www.lge.co.kr/lgekor/bestshop/event/eventPrdDetail.do?cSeq=1000002122


공식 사전예약 주소


어제까지 있었던 40%관련 내용 삭제된듯 합니다.


우리가 생각하는 LG자체 보상 출고가 40%는 없는거 같습니다...............


혹시 관련 내용 발견하신분 공유 부탁드립니다.
",2018-10-17
G7 플러스 씽큐 기변 얼마나 할까요???,"
삼성페이 쓰고 싶지만 엑시노스를 굉장히 싫어하는지라 lg폰으로 갈수 밖에 없어서...

G7+ 가 괜찮아 보이던데 요새도 구매하면 기프트팩 이런거 받을 수 잇는지와 skt 기변 얼마정도에 구매 가능한지 궁금하네요 다나와 에누리 이런곳에 잇는 20만 내외는 실구매가가 아닌거 같아서 이건 무시하고 실제로 강변 같은데 가면 얼마나 가능한지 궁금하네요",2018-10-16
V40사면 2년 후 40% 보상해준다는데,"
뉴스를 보니 
 

""V40 씽큐 구매 후 18개월 혹은 24개월 이내 기기를 반납하고 최신 프리미엄 LG 스마트폰을 재구매하면 V40 씽큐 구매 가격의 최대 40%까지 보상해준다.""
 
이런 내용이 있는데, 그럼 지금 V40 출고가가 100만원 정도 하니 2년후 40만원 정도로 매입한다는 소리일까요?
2년 지난 V20 중고가가 10몇 만원 수준이란걸 생각해보면 이거 은근히 괜찮은 서비스 아닌가 싶기도 하고.
 

아, 근데 '최신 프리미엄 LG 스마트폰을 재구매' 해야한다는 조건이...;",2018-10-15
엘지 V40 씽큐 104만원,"
엘지전자는 분명히 경영진에 문제가 있네요

현실을 정확히 파악하지 못하는거 같아요

저러니 매년 적자나지

ㅉㅉㅉ 걱정해 줘봐야 쓰잘데기 없는거같아요",2018-10-14
g7씽큐 크트번이요,"
g7씽큐로
  데이터on톡으로 했을때 단말기 일시납 31만원 어때여?

좋다1 
아주좋다2
당장사라3
걍쏘쏘4
나쁘다5
개나쁘다6
레알사기7

 번호라도 댓글점용,, ㅠㅠㅠㅠ",2018-10-12
"황정환 LG전자 본부장 ""댓글 보며 고민…인정받을 때까지 뜯어 고칠 것""","




 
   황정환 LG전자 본부장 ""댓글 보며 고민…인정받을 때까지 뜯어 고칠 것""

 
 


https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=105&oid=022&aid=0003308020

 
 

황 본부장은 4일 서울 마곡 LG사이언스파크에서 열린 V40 씽큐 출시 기자간담회에서 “고객들이 남긴 댓글을 여러분이 상상하는 것 이상으로 살펴본다”며 “하루에도 수천개씩 들여다보고 (LG전자의 스마트폰 사업을)고민하고 있다”고 강조했다.

",2018-10-09
"[하이마트몰쇼핑몰] LG 55인치 UHD TV 55UK6850BNF (최종혜택가 863,000원 /무료)","
 



 
하이마트 쇼핑몰에서 55인치 UHD TV 가격 괜찮은 거 같습니다.
 
55인치 UHD TV 중에서 가장 플랫형 모델이고 루나 엣지 스탠드네요 
 
인공지능 씽큐, 미라캐스트, 공간인식 사운드, HDMI 단자 3개 등 기본적인 기능에 충실한 모델인 거 같아요.
 
다만, 옆에 베젤이 검은색인게 좀 아쉽네요 개인적으론 실버가 좀 더 이쁘던데.
 
가격은 
 
결제가격: 990,000원에
- 현대/농협카드있으면 청구할인 50,000원
- 무조건 주어지는 L.POINT 50,000점
- 앱에서 엘페이로 결제하면 L.POINT 20,000점
- 구매 후 사은행사 신청만하면 L.POINT 7,000점
 

다 합치면 최종혜택가격이 863,000원 나오네요.

 
상품평보니깐 배송도 그다음날 바로 온다는거봐서 메리트있는거 같아요.
 
혹시 잘못되거나 수정할 부분있으면 말씀해주시면 수정하겠습니다.
 


http://www.e-himart.co.kr/app/goods/goodsDetail?goodsNo=0000917351


 
 ",2018-10-08
LG 스마트폰 또 1천억원대 적자,"

https://news.v.daum.net/v/20181005152320795?rcmd=rn

 
 

MC사업본부는 이달 중 하반기 플래그십 스마트폰 V40 씽큐를 출시한다. 
 
이에 더해 중저가폰 라인업을 대폭 확대하고 올해에 이어 내년에도 공격적으로 제품을 출시해 반등을 노린다는 계획이다. 
 
 
 
 
 
 
 
 
 
뭔가 획기적인 것이 아니면
 
여전히 힘들것 같은데......
 
사람들은 삼성폰 아이폰.....중국폰
 
샤오미가 저가로 아주 잘 만들던데......
",2018-10-05
아이폰XS 국내 출시일 11월2일 관련 기사인데 확정일까요?,"

애플의 최신 스마트폰 아이폰XS 및 아이폰XS 맥스가 다음달 2일, 
LG전자의 전략 스마트폰 V40 씽큐(이하, V40)가 국내 시장에 오는 26일 출시된다.
 
관련 기사: http://www.kinews.net/news/articleView.html?idxno=203277
 
가격 형성이 어떻게 이루어질지 궁금하네요.
",2018-10-05
g7 씽큐 이어폰 단자 갈림 현상 어떤가요?,"
as되나요? 그리고 단자가 갈리면 어찌 되나요?",2018-10-04
"LG전자, 펜타카메라 탑재 V40 ThinQ 출시","
LG전자가 펜타 카메라를 탑재한 플래그십 스마트폰, V40 씽큐를 발표했습니다.


후면은 16MP 일반각, 12MP 초광각, 및 8MP 망원 렌즈, 전면은 8MP 일반각 및 5MP 광각 렌즈가 탑재된 것이 특징으로, 센서 픽셀 및 이미지 센서 크기도 개선되었습니다.


사양은 6.4"" QHD+ OLED, 12MP + 16MP + 12MP x 8MP + 5MP 카메라, Snapdragon 845 옥타코어, 6GB LPDDR4x RAM, 64GB/128GB UFS 2.1 스토리지, micro SD카드 슬롯, 3300mAh 배터리 등입니다.


- 지문인식 센서

- 안면인식 잠금 해제

- HDR10 지원

- 후면 f/1.5 듀얼픽셀 AF 일반각 + f/1.9 107도 초광각 + f/2.4 망원 카메라 

- 후면 V30 씽큐 대비 센서 픽셀 1㎛ -> 1.4㎛ 개선

- 후면 V30 씽큐 대비 18% 커진 0.38"" 이미지 센서

- 후면 4K 60fps 촬영

- 후면 1080p 240fps 수퍼 슬로우 모션 촬영

- 세 렌즈 화상 함께 미리 보는 트리플 프리뷰

- 한 번 셔터로 세 렌즈 화상 같이 저장하는 트리플 샷

- 역광에서도 선명한 어드밴스드 HDR

- AI 씬 인식/구도/AWB

- 선택한 부분만 움직이는 사진으로 만들 수 있는 매직 포토

- 전문 메이크업 아티스트가 추천한 컬러로 화장 효과를 내는 메이크업 프로

- 나만의 아바타로 이모티콘처럼 만들어주는 마이 아바타 및 AR 이모지

- 전면 f/1.9 일반각 + f/2.2 광각 카메라

- 전/후면 인물 모드 

- 전면 조명 효과

- IP68 방수/방진 

- MIL-STD-810G 만족

- LG 페이

- FM 라디오

- 블루투스 5.0, Wi-Fi 1/2/3/4/5 (2.4Ghz 및 5Ghz), 및 NFC Type A/B

- 메리디안 튜닝 쿼드 DAC 

- DTS:X 입체 음향

- 붐박스 스피커

- Quick Charge 4.0

- 고속 무선 충전

- USB-C

- 158.7 * 75.8 * 7.7mm에 169g

- New Platinum Gray/New Moroccan Blue/Carmine Red


국내 출고가는 알려지지 않았으며, 미국에서는 10/18부터 통신사에 따라 USD 900 (KRW 1,015,000 가량)에서 USD 980 (KRW 1,105,000 가량)에 판매합니다.


예약 구매시 USD 258 (KRW 291,000 가량) 상당의 DJI Osmo Mobile 2 및 256GB micro SD카드를 증정합니다.


출처: LG전자 ( https://social.lge.co.kr/newsroom/lg_v40thinq_1004/ ), GSMArena ( https://www.gsmarena.com/lg_v40_thinq_goes_official_with_a_wide_ultra_wide_and_telephoto_camera_on_its_back-news-33577.php )




출고가가 110넘는거보니

이번엔다르다 시리즈 G8 씽큐 조기출시하려고 각잡는듯",2018-10-04
v40 카메라,"

후면 카메라 이미지센서 픽셀은 전작인 V30 씽큐의 1마이크로미터(㎛)에서 1.4㎛로 약 40% 커졌다.


센서 픽셀은 렌즈를 통과한 빛을 그대로 받아들이므로 크기가 클 수록 더 밝은 촬영이 가능해진다. 


센서 픽셀이 받아들인 빛을 디지털 데이터로 변환하는 역할을 하는 이미지센서 크기도 0.38인치로, 


전작 대비 18% 이상 키웠다.조리개값은 스마트폰 중 가장 낮은 F1.5를 구현했다. 


 


 




 


",2018-10-04
외국엔 thinq의 인지도가 없나보네요,"
https://youtu.be/U2_boi1u5UU

v40에대한 개인유튜버의 영상인데 왜 의미가 뭔지도 모르겟는 씽큐를 쳐 다느냐고 하네요 ㅋㅋㅋ 그거랑 엘지정도 되는 기업이 노치는 왜 따라하냐고랑 ㅋㅋㅋ",2018-10-02
LG V40 씽큐의 '매직'…스냅 사진을 영상으로,"
매직포토라는 기능이 들어간다고 합니다 
 
현실세계에서는 일어나지 않는 마법 같은 이미지를 만들기 위해 
 
사진과 동영상을 융합한 새로운 기능이라고 하네요
 
정지된 사진의 일부 영역만을 지정해서
 
동영상처럼 움직이게 만들어준다고 합니다
 
유�Z 영상도 첨부하였습니다
 



 
 



",2018-10-02
"LG V40 씽큐, 이번엔 대박?…카메라와 디자인으로 승부수","
한국 및 미국에 거주하는 20~44세 스마트폰 사용자 1000명 설문해서 나온결과가
 음성 통화(81.6%)보다 카메라(87%) 기능이 더 자주 쓰인다는 걸 알았다네요
참 빨리도 알아낸듯.... 

http://m.sporbiz.co.kr/news/articleView.html?idxno=276046#_enliple",2018-10-02
LG가 절대 폰을 포기못하는 이유가...,"
LG가 폰이 어마어마한 적자인데도 포기 못하는 이유가
앞으로는 모든 가전제품을 결국 폰으로 컨트롤하게 되기때문이라고 하던데..
지금 나오는 엘지씽큐광고도 
엘지 유명한 가전들을 폰으로 컨트롤하는게 나오는데 
폰은 삼성으로 보이는 착시효과에 맴이 아프네요.
가전은 엘지이거늘..
부디 대박치는 폰이 나와 삼성과 경쟁하길 바래봅니다.",2018-09-30
엘지 V40 씽큐 디자인 부분공개했네요,"
무관심속 슬그머니 공개...

제발 트리플이니 이상한짓말고 듀얼에 카메라 센서좀 좋은거

달아라 ㅜㅜ

V시리즈 최고장점이던 세컨디스플레이도 살려내지좀..",2018-09-27
65sk8000 화질,"
쓰고 있던 65uh8500 모델 패널이 깨져서 교체하려 했더니
AS기사가 수리비 130만원에 멕시코에서 패널재고 구하고 들여오는데 3개월 이상 든다고 해서
이번에 65SK8000 모델로 바꿨습니다. (130만원대 초반에 구입)
 
그런데 받아보니 65uh8500 모델보다 하향모델인 것 같네요.
TV 패널 사이즈도 가로세로 몇 mm 더 작은 것 같고,
TV 두께도 조금 더 두껍고, 화질이 차이가 나네요.
 
AI씽큐니 뭐니 업그레이드 되었다고 하는데, uh8500 모델보다 화질이 떨어지는 것 같습니다. 
어두운 곳이 좀 뭉뚱그려져서 선명하게 표현이 안 되고, 명암이 너무 높은 것 같아요.
 
혹시 65SK8000 모델 화면설정 관련 팁을 주실 분 계신가요?",2018-09-27
왜 사람들이 LG V40 씽큐에 관심이 없을까?,"
 



 
 
https://news.joins.com/article/22995628?cloc=rss%7cnews%7ctotal_list#home",2018-09-24
왜 사람들이 LG V40 씽큐에 관심이 없을까?,"
美 IT미디어 폰아레나는 현지시간 21일, 왜 사람들이 LG V40 씽큐에 대해 흥분하지 않을까 라는 내용의 글을 기고했다.

매체의 이야기에 의하면, LG가 스마트폰 시장에서 주력으로 자리매김하는데 실패하는 것은 크게 3가지 이유인데 첫번째는 판매량 저조, 두번째는 타이밍 미스, 그리고 세번째는 아이덴티티 부족 이라는 것이다.
타이밍 부족은 너무 늦게 g6에서야 디자인이 예쁜폰이 나왔다는 것이고,아이덴티티부족은 g나 v나 차별점이 별로 없다는 것이다.

개인생각인데요,V시리즈 판매량은 원래 저조한데다 g7이 겨우 150만대 팔렸으니 v40은 엘지 스스로 100만대 미만을 목표수치로 잡고 있더군요.엘지폰은 목표수치의 반정도를 파는데다 v35같은 g7부품재활용 모델을 80만대 팔겠다고 하고 있으니 v40은 잘팔아봤자 60만대 미만일 겁니다.아니 그수치도 g7저가형까지 포함하면 상반기 전략모델만큼 하반기 모델을 판다는건데 엘지는 하반기 플래그쉽이 상반기 플래그쉽의 절반정도나 겨우팔리는 수준이었습니다.아마 v40을 끝으로 v시리즈는 끝날 가능성이 높습니다.",2018-09-22
옆동네 르그번이 g7 요금제 추가걱정x 59욕 현완 12,"



 
옆동네에서 그냥 추석대란 같은 거 없는 것 같아서요.
 
 
g7 씽큐 르그번이로 요금제는 추가요금걱정없는데이터 59 로 해서 공시로해서 현완 12에 할려고 하는데 어떤가요 ㅠㅠ
 
현재 옆동네에서는 르그번이 중에서 이게 가장 싼건데 ㅠㅠ ",2018-09-21
LG 올레드 TV씽큐 성능평가 1위 질주,"
LG전자 올레드 TV가 세계에서 성능평가 1위를 휩쓸고 있다.


‘LG 올레드 TV AI 씽큐’ 2종(모델명: 55E8PTA, 55C8PTA)이 최근 호주 비영리소비자 매거진인 ‘초이스(Choice)’誌 성능평가에서 나란히 최고점인 86점을 받아 1위를 차지했다. 비영리소비자 매거진은 평가할 제품을 직접 구매한다. 평가 과정에서 기업의 광고, 협찬 등을 받지 않아 공신력을 인정받는다.


‘LG 올레드 TV AI 씽큐’는 전 부문에서 높은 점수를 받았다. 특히 화질, 스마트 기능, 사용자 인터페이스 등에 대해 탁월하다는 평가를 받았다. ‘초이스’는 단점은 언급할 내용이 없다고 호평했다.


LG전자는 ‘초이스’로부터 ‘최고 TV 브랜드(Best Brand TV)’로도 선정됐다. 2016년부터 3연 연속이다. ‘초이스’의 성능평가 대상인 LG TV 21개 모델은 평균점수 80점을 기록했다. 80점대를 기록한 제조사는 LG전자가 유일하다.


이로써 ‘LG 올레드 TV AI 씽큐’는 올해 호주를 비롯해 미국, 영국, 독일, 프랑스, 이탈리아, 스페인, 네덜란드, 스웨덴 등에서 비영리 소비자 매거진이 실시한 성능평가에서 잇따라 1위를 차지했다. 명실상부 최고 TV임을 입증하고 있다.


‘LG 올레드 TV AI 씽큐’는 ▲자발광을 바탕으로 한 차원이 다른 화질 ▲음성으로 간편하게 TV를 조작하고 각종 콘텐츠를 검색할 수 있는 AI기능 ▲돌비社의‘돌비 애트모스(Dolby AtmosTM)’ 기술을 적용한 입체적인 사운드 등을 갖춰 좋은 평가를 받고 있다.


올레드 TV 시장은 빠르게 성장하고 있다. 세계 올레드 TV 판매량은 올해 약 250만대가 될 전망된다. 2022년에는 935만대에 달할 것으로 보인다. LG전자는 성장세가 가파른 올레드 TV로 프리미엄 리더십을 계속해서 이어갈 계획이다.


LG전자 HE연구소장 남호준 전무는 “고객들의 삶을 더욱 편안하고 즐겁게하는 올레드 TV를 만들기 위한 연구 개발을 지속할 것”이라고 강조했다.


출처: LG전자 ( https://social.lge.co.kr/newsroom/lg_tvaithinq_0903/ )




크 역시 가전은 엘지 

적폐삼성새끼들 LED TV 따위로 QLED니 언플 겁나하더니

현실은 엘지 1위네요",2018-09-03
원룸에 벽걸이 에어콘 살려고 합니다.. 스펙 좀 봐주세요,"
 SQ062BS1W 이 제품이구요 가격은 65만원 정도합니다
 
 
제조회사LG전자 ( 제조사 웹사이트 바로가기)등록년월2015년 12월
면적18.7㎡냉방효율5.25
냉방기능
18단패밀리에어컨트롤2스텝쿨링
3D입체냉방4D입체냉방
듀얼맞춤냉방듀얼파워
듀얼회오리팬롱파워
무풍냉방스피드냉방
아이스쿨파워○인체감지
컨트롤냉방쿨샤워
트라이앵글트리플허리케인냉방
트리플회오리팬파워냉방
포물선회오리바람포커스바람
바람온도조절
절전기능
4세대인버터절전듀얼절전
인버터○전력량표시○
초절전인버터
공기청정기능
미세먼지제거필터PM1.0센서
PM2.5필터무풍청정
PM1.0필터미세먼지집진필터
바이러스닥터바이러스클리닉필터
탈취필터스모그탈취알러지필터
알러지필터이오나이저
트리플청정센서플라즈마이온
한Q청정4계절청정필터
쾌적편리기능
가습운전내추럴아로마
무풍제습쾌적맞춤바람
스마트쾌적스마트폰제어
습도센서열대야운전○
음성인식제습운전○
스마트케어인공지능
공간감지(딥씽큐)에어디스플레이
공기청정디스플레이
이동식/창문형기능
이동식바퀴증발식냉각
실외기분리형배기덕트
리모컨타이머












스펙은 이러합니다. 인버터에 1등급효율.. 제습까지되는 것 같아 마음에 드는데요



괜찮은 선택인가요?",2018-08-29
G7씽큐 LG 번이 공시로 할원 7만정도 하네요,"

옆동네 빠삭 
 
G7씽큐 LG 번이 , 공시지원금 , 데이터A 69000원 요금제 기준 할원 7만정도
 
조건 나름 갠츈하네요 
 
정보차 올립니다.
 
 
 
",2018-08-17
LG 70인치 모델로  LG전자 70UK7400KNA 이모델 괜찮을런지 모르겠네요..,"
 

LG전자 70UK7400KNA
 
 
 
 
 
 
 
 
 
 
24평 아파트 거실에 사용할 예정입니다. 벽걸이로 설치할거구요.
75인치는 자금도 그렇구 이까지는 필요없을것 같아서 사실 돈이 문제지만 ㅎㅎ
직구는 뭐 저혼자 보는게 아니라 내수용으로 구매를 하라고 하셔서 ./.
 
쓰시는 분들은 어떤가요?
대충 스펙이 스탠드 모양이 루나엣지구요 70인치구...
나노 스펙트럼 플러스고 HDR10에 듀얼HDR에 ... HLG에 로컬디밍에..
클리어 보이스 3에다가 스마트 사운드 모드에 공간인식 사운드+, DTS Virtual:x(사운드)
 
스마트 기능은 인공지능 씽큐에.블루투스 기능 몇가지에 음악플레이어 매직줌 채널 플러스
 
스마트 쉐어 미러링 스마트폰-->Tv, PC --> TV(무선:WiDi)
타임머신도 되고..
RGB패널에 샤프VA패널이고..
18년형 매직리모컨..
 
이정도면 그냥 쓸만한 모델인가요?
어차피 SUHD정도도 생각안하고 그냥 사용하기 편하고 화질 볼만하면 상관없거든요..
 ",2018-08-13
엘지 G7 생산라인 일부 중단,"
ABCD(Audio·Battery·Camera·Display) 성능을 강화해 내놓은 LG전자 G7씽큐가 초라한 성적표를 받을 것으로 관측된다. 황정환 부사장으로 스마트폰 수장이 바뀌고, 제품 완성도를 높이기 위해 출시 시기를 손봐가며 야심 차게 내놨지만 역대 G시리즈 가운데 판매량이 가장 저조할 것으로 전망됐다
추가 판매 여력이 남았다는 의견도 있지만 스마트폰 제품 특성상 초기 두달 내지 석달 정도 판매량이 절대적이고, 전세계 스마트폰 시장 둔화가 지속되는 점 등이 악재로 지목되고 있다.
기대치보다 판매량이 둔화되면서 일부 생산라인은 가동을 멈춘 것으로 알려졌다

많은 이들이 전임 사장인 조준호 욕할때 전 mc의 임직원들을 욕했었죠. 남탓이나 하고 자기들보다 핸드폰 자체를 훨씬 늦게 만든 후발업체들에게 추월당한 주제에 남용,멕킨지,조준호 탓만 한다고.물론 남용,조준호가 잘했다는 소리가 아닙니다. 전 누가 사장으로 와도 외부 인력으로 현mc임직원들 물갈이하기전까진 안된다고 봅니다",2018-08-12
