title,content,date
G7 씽큐 12만원대 어떤가요?,"
ㅋㅌㄱㅂ 69욕 부1 공시입니다. 발목정도인가요??",2018-08-10
LG65인치 sj8500 vs sk8000 어떤게 나을까요 ㅠㅠㅠ,"
1. sj8500: 2017년 + 하만카돈 40w + 프레임 검정색 + 엣지형 로컬디밍 방식 + 10 bits (8 bits + FRC)


2.sk8000: 2018년 + 씽큐 + 스피커 20w + 프레임 진회색 + 엣지형 로컬디밍 방식 + 10 bits

음 뭔가 진짜 고민이네요 ㅠㅠ
다른뷴들 생각은 어떠신가요 ㅠㅠ",2018-08-10
"LG, G7 재고부품 소진위해 파생모델 출시예정ㅋㅋ","
LG전자가 이르면 내달 G7 파생모델을 내놓는다.


상반기 출시한 플래그십 스마트폰 G7 씽큐 판매량이 기대에 크게 못 미치자 파생모델로 돌파구를 찾겠다는 전략이다. G7 씽큐 판매가 부진해 구매해놓은 반도체 등 핵심 부품 재고량을 소진해야 하는 것도 고려했다.


업계에 따르면 LG전자는 당초 G7 씽큐 출하량 목표를 300만대로 잡았다. 애플리케이션프로세서(AP)와 메모리 등 주요 부품은 이 목표에 맞게 구매해뒀다. 그러나 판매량이 목표치에 크게 미달했다. 7월 말까지 소진된 G7 시리즈는 150만대 미만인 것으로 전해졌다. 150만대분에 해당하는 원 부품은 소진하지 못했다. 이 같은 출하량은 역대 G시리즈 가운데 첫 모델인 옵티머스 G를 제외하면 가장 낮은 성적표라는 것이 업계 관계자의 설명이다.




이번엔 다르다 시리즈가 7까지왔는데도 아직도 정신을 못차림

인터넷에선 G7 바이럴이 얼마나 심했는지  판매량이 말해주죠

그 망했다 소리듣던 G5보다도 안팔렸으면 말다함

 본가모델도 안팔리는데 파생이 퍽이나 팔릴듯",2018-08-09
LG G7 판매량 부족으로 파생모델 계획 중,"


LG 내달 G7 파생모델 출시... 재고부품 소진 나섰다

원문보기: 
http://m.etnews.com/20180807000220?obj=Tzo4OiJzdGRDbGFzcyI6Mjp7czo3OiJyZWZlcmVyIjtzOjUzOiJodHRwOi8vbS5ydWxpd2ViLmNvbS9ob2JieS9ib2FyZC8zMDAwMDkvcmVhZC8yMTQzNjkzPyI7czo3OiJmb3J3YXJkIjtzOjEzOiJ3ZWIgdG8gbW9iaWxlIjt9#csidx4d401c6ce15e5778b516bda01bc7697 

G7 씽큐 판매가 부진해 구매해놓은 반도체 등 핵심 부품 재고량을 소진해야 하는 것도 고려했다.
",2018-08-07
엘지에어콘 너무 구리네요,"
엘지 듀얼에어콘 2in1
크게문제점은 세가지가있습니다
1.일단 집밖에 실외기 설치를 잘못해서
실외기가 작동하면 귀뚜라미소리가 납니다 ㅡㅡ!
실외기랑 안전난관?이랑 닿게 설치한듯하네요
2.스탠드제품은 마음대로 온도가 설정됩니다
스마트씽큐어플이 작동할때 27도 사용중인데 
18도로 설정됩니다(아마 와이파이가 집에서 사용중인데 집에서 쓰레기버리로갈때 와이파이존 벗어나면 설정되는데 자기맘대로 어쩔땐 되고 어쩔땐안됨)
3벽걸이 에어콘 희망온도 27도로 맞춰놓음 실내온도 22도까지떨어지고  물흐르는 소리 계속 나네요 ㅠ
엘지 에어콘 원래 이리구린가요? 아님제가 잘못뽑기한건지 휴 ㅠ
암튼 불만족스럽네요
",2018-08-06
LG 스마트씽큐 어플 버그 인가요?,"
오늘 31일 인거 같은데
8월1일로 측정이 되고 있습니다
다른 분들도 이런가요?
",2018-07-31
엘지에어컨 질문 있습니다~,"
오늘부터 2박 3일 휴가 다녀와서
야옹이 혼자 집을 봐야 합니다.
요즘 날 엄청 더워서 에어컨을 원격으로 제어하려고
하는데 엘지 씽큐 인터넷만 연결되어 있으면 원거리에서도
조작이 가능한가요?

같은 지역에서는 작동한걸 확인했는데 먼거리에서는
실행해본 적이 없어서요;;
판매했던 지인의 말로는 기본적으로 원거리에서도 
되는거라고 알고는 있지만 정확하겐 본인도 모르겠다고
하네요 ㅎㅎㅎ

고양이 쪄죽을까봐 걱정되네요 ㅜ 혹시 아시는 분 계시면
답변 부탁드립니다~!!",2018-07-28
'야심작' G7씽큐 부진엡LG폰 2분기 매출 줄고 적자 심화(종합),"

https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=001&aid=0010235822

 
가전 올인해라 그냥 ",2018-07-27
'야심작' G7씽큐 부진에 LG폰 2분기 매출 줄고 적자 심화(종합),"


 


https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=001&aid=0010235822


 


 
",2018-07-26
LG전자 'G7씽큐' 부진...휴대폰 사업 영업적자 1854억,"
http://www.dailian.co.kr/news/view/728796/?sc=naver

 
""MC사업본부의 영업적자 심화는 주력 스마트폰 G7씽큐 판매량이 신통치 않았기 때문이다. 여기에 새 단말 출시에 따른 마케팅 비용이 크게 증가했다.""

작년
""MC사업본부의 영업적자 심화는 주력 스마트폰 G6 판매량이 신통치 않았기 때문이다. 여기에 새 단말 출시에 따른 마케팅 비용이 크게 증가했다.""
 
재작년
""MC사업본부의 영업적자 심화는 주력 스마트폰 G5 판매량이 신통치 않았기 때문이다. 여기에 새 단말 출시에 따른 마케팅 비용이 크게 증가했다.""
 
x무한반복
",2018-07-26
엘지 스마트 씽큐앱 로그인이 너무 불편하네요..,"
네이버 아이디로 로그인하는데 어느정도 시간이 지나면 다시 로그인해야되니 너무 불편하네요.

샤오미는 한번 로그인하면 끝인데..


 








 
 



",2018-07-24
2in1 에어컨 어플에서 사용량은 거실만 나오는건가요?,"
lg 휘센 2in1 사용중인데요

스마트씽큐 어플에서 에너지모니터링을 보면

사용전력량이 나옵니다

근데 이게 거실에어컨만 나오는건지, 안방 에어컨 사용량까지 합산해서 같이 나오는건지 궁금합니다.

(거실과 안방을 동시에 틀어놓는 경우엔 또 어찌되는건지..)

아시는분 계시면 알려주세요!!

",2018-07-22
lg휘센 씽큐 연결해제...,"
칸2 버전인데, 구매후 한달넘게 한번도 이런적 없다가
어제 집 대청소한다고 에어컨을 늦게켰거든요. 
오후 6시쯤...? 

전원켤때는 괜찮았는데 틀고 나서 약 30분 정도있으니 연결해제가 뜨더라구요. 재연결해도 연결 잘 안되고, 겨우 재연결라면 30분 정도있다가 또 해제되고. 씽큐 삭제후 재설치도해봤는데 또 연결해제...
연결해제때 에어컨 본체에 와이파이 표시는 꺼져서 다시
본체 와이파이 켜줘야하는...

집에 개랑 고냥이들이 많아서 출근하면 사무실에서 씽큐앱으로 틀어주는데 내일도 계속 이럴까봐 걱정이네요ㅠㅠ

청소하면서 와이파이나 에어컨 안건드렸는데...ㅠㅠ

앱 업데이트 때문에 그런가?

휘센 씽큐 연결해제 뜨는분들, 어떻데 해결하셨나요?ㅠㅜ",2018-07-22
엘지 스마트 씽큐앱 쓰시는 분?,"


가끔 연결이 해제되는데 왜 이런가요?

집에 가서 네트워크 연결 다시 해줘야 되더라고요

아 구찮",2018-07-21
lg에어컨 비교 부탁드립니다(FQ17D8DWD2 vs  FQ17V8WWAN),"
FQ17D8DWD2 / 인터넷오픈쇼핑몰 / 약 209만원 정도.. 몇일전만 해도 204만원이었는데 ㅠㅠ..
 
http://www.ticketmonster.co.kr/deal/977544802?opt_deal_srl=1354324634&NaPm=ct%3Djjqo70nc%7Cci%3D75fbb670b005e0b3ef41f7e949736bd5f4b55d57%7Ctr%3Dslc%7Csn%3D221844%7Chk%3D1570efe870d0253c6644aadff7b53c10e8b8f3f7&utm_source=naver&utm_medium=affiliate&utm_term=&utm_content=&utm_campaign=META_%EB%84%A4%EC%9D%B4%EB%B2%84%EC%A7%80%EC%8B%9D%EC%87%BC%ED%95%91
 
 
FQ17V8WWAN / 홈쇼핑 / 약 24만원정도 / LG인덕션1구 사은품+중국산 에어서큘레이터 사은품
[TV]LG 휘센 씽큐 에어컨 스탠드 17형
http://www.nsmall.com/ProductDisplay?catalogId=14051&langId=-9&storeId=13001&partNumber=26655241 
 
같은평수에, 기능도 같은것 같은데 여러분 같으면 어떤것으로 구매하실것 같으신지 한번 적어주시면 감사하겠습니다.
뭐든지 물어보고 하는게 좋더라구요.. 생각지도 못한 모델에 따른 불량이슈 라던가 그런것들이 있는 경우가 있더군요
 
감사합니다~~",2018-07-18
7월2주 판매량 순위권에 g7씽큐 재진입 했네요,"
유쁠 g7이 9계단 상승하여 7위",2018-07-18
LG폰 '13분기 연속적자' 전망…2Q 영업손실 1300억 예상,"
http://m.news.naver.com/read.nhn?mode=LSD&sid1=105&oid=421&aid=0003469131

LG전자는 올 2분기 연결기준으로 잠정 집계한 결과 매출액은 15조177억원, 영업이익은 7710억원을 기록할 것이라고 6일 밝혔다. 매출액은 전년동기대비 3.2% 늘었지만, 전분기에 비해서는 0.7% 감소했다. 영업이익 역시 전년동기대비 16.1% 증가했지만, 전분기에 비해서는 30.4% 감소했다.

스마트폰 사업을 담당하는 MC사업본부도 2분기 매출액은 전분기보다 소폭 증가했다. 그러나 영업손실을 벗어나는데는 실패한 것으로 보인다. MC사업본부의 2분기 예상 매출액은 2조원 중반대, 영업손실은 1300억~1500억원이다. 2015년 2분기부터 이어진 적자가 한 분기 더 늘어나 13분기 '연속 적자'를 기록할 전망이다.

적자가 계속된 이유는 상반기 전략 스마트폰 'G7씽큐'의 판매부진에서 기인했다. 황정환 MC사업본부장의 첫 작품으로 지난 5월 출시돼 관심을 모았던 G7씽큐는 기대와 달리 저조한 판매량을 보이고 있다. 업계에 따르면 G7씽큐의 하루평균 판매량은 약 3000대로, 프리미엄 스마트폰에서는 낮은 수준이다.

고정우 NH투자증권 애널리스트는 ""스마트폰 산업이 전반적으로 밋밋한 업황을 이어가고 있다""며 ""지난 5월 출시된 G7씽큐의 출시 효과가 없어 실적개선이 없을 것으로 예상한다""고 밝혔다. 노근창 현대차증권 애널리스트도 ""G7씽큐 판매부진으로 적자 폭이 확대될 것으로 보인다""고 설명했다.

예고된 일이었지만 줄여오던 적자폭의 확대네요.
뭐 삼성도 실적쇼크 난마당에 엘지는 볼것도 없었지만...
IOT와 스마트폰 때문에 버리진 못하지만 경영 실적으로는 집밥 털어먹는 거머리 신세네요 LG MC사업부는.",2018-07-14
세탁기 효도르 했습니다.,"
전에 쓰던 세탁기가 10년 넘게 쓰니..작년 겨울 강추위를 견디지 못하고..
 
봄날 즈음 사망.
 
새제품 사드리기로 하였는데, 어머니께서는 인터넷은 못믿는다고...백화점 제품은 다르다며...
 
다음날인가 다다음날인가 조용히 백화점에서 엘쥐 제품으로다가 21kg 짜리로 계약을 따악~~ 
 
인터넷으로 제품명은 살짝 다르지만, 얼추 비슷한 모델 가격알아보니 20만원 정도 비싸게 구입.
 
어머니~~~~~!!!!ㅠㅠ
 
어차피 효도르 하는거 그냥 맘에 드시는거 산 셈치고...
 
거의 3주의 대기기간을 걸쳐..(불황이 맞는건지...주문이 엄청 밀려있다고....)
 
어제 설치하였는데. 새제품이 좋긴 좋네요.
 
원격으로 된다고 해서 시험삼아서 해봤는데...정작 어머니께서는 사용을 못하실듯 하고..
 
스마트씽큐 어플은 미적 감성적 감각이라곤 1도 없네요.
 
암튼 사고 나서 보니, 통돌이 + 건조기 조합으로 갈껄 뒤늦은 후회를....ㅋ
 
 
 













 
",2018-07-11
스마트폰 두께 비교,"

 


 


LG V30 : 7.3mm

LG G7씽큐 : 7.9mm




오포R15 : 7.4mm




애플 아이폰8 : 7.3mm
애플 아이폰8플러스 : 7.5mm
애플 아이폰X : 7.7mm
 

원플러스 6 : 7.75mm




구글 픽셀2XL : 7.8mm
 
화웨이 P20프로 : 7.8mm
 
노키아 X6 : 8mm
 
샤오미 미믹스2S : 8.1mm
샤오미 미8 : 7.6mm
 
삼성 갤럭시노트8 : 8.6mm
삼성 갤럭시S9 : 8.5mm
삼성 갤럭시S9플러스 : 8.5mm
 
삼성 갤럭시 노트9 : 8.8mm (유출 자료)
 
 
 
 
 ",2018-07-11
Sk8000 sk9000,"
유튜브나 넥플릭스 사용 잘되나요?

씽큐 써보신분 후기 궁금합니다.

지역은 미국하고 쓰시나요?",2018-07-09
s9 vs g7씽큐 이 구도 미치겠네요 ㅋㅋ,"
아버지 sk 기변으로 알아보는데
 
옆동네 기준 데이터 퍼펙트 부가 1
 


G7 기변 558700 – 340000(징) = 218700


 


S9 기변 617000 – 280000(징) = 337000


   


이러네요 ㅋㅋ 


 


쓰시는 분들 전부다 s9은 망작.... g7은 공시 낮을때 이야기라 추천 안하는 글만 있으니


가격이 이정도라면 이 기종은 괜찮다 하는 느낌이라도 알려주셨으면 좋겠습니당...


 


여러분이라면 g7... s9어떤게 나을까욥...

",2018-07-09
65sk8000 VS 70uk6570 정말 고민이네요 ...,"
월요일은 다들 잘 보내고 계신가요.
 
다름이 아니라 거실tv가 사망하시는 바람에 새로 구매하려고 하는데 가격대가 비슷한 저 둘중에 몇날 며칠고민중입니다.
 
간단하게 스펙을 확인해보니 가장 큰 차이는
 
65sk8000
 
65인치 / RGB / IPS패널
 
70UK6570
 
70인치 / RGB / VA패널
 
정도로 저는 추렸는데 다른건 RTINGS나 읽어 봐도 잘 모르겠더라구요.
 
패널이야 각각 장단점이 있으니 주관적이라 논외로 보고 인치수만 5인치차이나는데 정말 고민이네요.
 
70UK6570도 씽큐나 매직리모콘, 넷플릭스 시청하는데 큰 문제는 없다고 보이는데 65SK8000이랑 어떤 차이가 있는건가요 ?
 
TV의 주 시청용도는 부모님이 드라마를 보거나 케이블에서 예능, 영화(영화를 많이 좋아하십니다.)보시는정도,

그리고 한번씩 제가 유튜브나 밥먹을때 정도만 볼거같은데
 
뽐뻐님들은 이 두개가 당장 사야해서 가격이같다면 어느걸 선택하시겠나요 ? 
 
고견 부탁드립니다 !
 
///////////////////////////////////////////////////////////////////////////////
 
수정합니다.
 
70UK6570도 IPS패널이라는 얘기가있는데 의견이 갈려 어느것이 정확한지 모르겠습니다.
 
관련링크
 
https://www.displayspecifications.com/en/comparison/c6305f6a7",2018-07-09
"[옥션] 2018 LG LG THINQ TV 70인치 70UK6570 (1,489,480/무료)","
2018년 모델 LG 70인치 씽큐 TV 70인치 148만원으로 가격이 떨어졌습니다.

저는 초보라 잘 모르지만 컬쳐같은거 통하시면 더 떨어질수도 있을것 같습니다.http://www.enuri.com/detail.jsp?modelno=27688381에누리를 통해야 148로 확인됩니다.


 


초록창 검색시에는 동일모델 최저가 158인가로 나옵니다.


 


혹시 더 저렴하게 구입 가능한 방법 아시는 고수님들 댓글로 공유 부탁드립니다.







 ",2018-07-08
G6THINQ 업데이트 후 블루투스 연결실패,"
오늘 아침에 씽큐 업데이트가 떠서 바로 업데이트 했는데 그 이후로 블루투스가 연결이 안됩니다
 
연결되고 5초정도 있다가 연결이 끊어져버립니다.
 
그전에는 한번도 그런일이 없었는데 ㅠㅠ
 
무슨 문제일까요? 
 
엘지 정말 맘에 안드네요 
 
저랑 같은분 없나요? 유플쓰고 있습니다.",2018-07-07
